Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,Peer_Influence,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Study_Efficiency,High_Support,Family_Education_Support,Exam_Score
11,68,1,0,1,50,1,2,1,0,2,0,1,2,0.2156862745098039,1,0,63.538417
15,95,0,1,0,70,2,2,0,0,1,1,1,2,0.2112676056338028,0,0,68.524368
29,80,1,2,1,91,0,1,0,2,2,0,0,1,0.3152173913043478,0,0,70.730367
26,73,2,2,0,55,2,1,2,1,2,0,2,2,0.4642857142857143,0,0,66.151329
15,95,2,2,0,93,2,2,1,2,2,0,0,1,0.1595744680851064,0,0,68.867624
18,81,2,2,0,65,1,2,1,2,1,0,2,2,0.2727272727272727,0,0,65.798203
17,76,0,2,0,100,1,0,0,2,1,0,1,1,0.1683168316831683,0,0,65.72165
34,75,1,2,1,66,2,0,1,2,2,0,1,2,0.5074626865671642,0,0,69.664076
28,88,0,2,0,79,2,0,2,2,2,0,1,0,0.35,0,0,69.787097
17,90,2,2,0,83,1,5,2,0,0,1,1,2,0.2023809523809523,0,0,68.477241
19,89,2,0,0,92,0,5,2,2,2,0,2,2,0.2043010752688172,1,0,72.136964
19,80,1,1,0,82,2,5,1,1,2,0,0,2,0.2289156626506024,0,0,69.189421
14,84,2,2,0,81,2,0,0,2,1,0,0,2,0.1707317073170731,0,0,64.958068
12,74,1,0,1,55,0,0,2,1,2,0,2,2,0.2142857142857142,0,0,63.633488
22,72,0,2,1,64,1,1,2,2,0,0,0,2,0.3384615384615385,0,0,65.21556
26,68,2,2,1,62,0,4,2,2,1,0,2,2,0.4126984126984127,0,0,66.952282
20,68,1,2,1,80,1,4,1,2,1,0,0,2,0.2469135802469135,0,0,66.246898
25,74,1,2,1,92,1,4,2,2,2,0,2,2,0.2688172043010752,0,0,70.015504
13,96,2,2,0,69,2,2,2,1,2,0,1,2,0.1857142857142857,0,0,67.919846
15,93,2,2,1,78,1,0,2,2,0,0,1,1,0.189873417721519,0,0,66.45099
12,80,2,1,0,75,2,1,1,0,0,0,1,1,0.1578947368421052,0,0,63.45558
36,82,1,1,1,63,2,0,2,2,2,0,1,2,0.5625,0,0,71.679024
24,63,2,1,1,57,2,1,1,0,1,0,0,2,0.4137931034482758,0,0,64.240446
25,93,2,2,0,62,2,0,1,2,1,0,1,0,0.3968253968253968,0,0,67.984269
20,99,0,1,1,76,0,2,1,2,1,0,0,0,0.2597402597402597,0,0,71.157734
22,89,2,0,0,59,0,5,2,2,2,1,1,2,0.3666666666666666,1,0,70.486622
12,79,2,1,0,80,1,1,0,2,2,0,0,1,0.1481481481481481,0,0,64.299842
17,94,2,1,1,98,1,1,2,0,0,0,1,2,0.1717171717171717,0,0,69.968601
22,63,1,0,1,86,1,0,1,0,1,0,0,2,0.2528735632183908,0,0,65.418068
16,64,0,2,1,79,2,3,2,2,2,1,2,2,0.2,0,1,64.696175
21,96,2,0,1,53,2,0,1,0,1,0,0,2,0.3888888888888889,0,0,69.557172
21,93,2,2,1,78,2,0,1,2,1,0,1,2,0.2658227848101265,0,0,69.133176
20,94,0,2,1,93,1,1,2,2,1,0,0,1,0.2127659574468085,0,0,70.480709
11,73,2,0,1,79,2,1,1,0,1,0,1,2,0.1375,0,0,63.884194
21,91,2,2,0,66,1,1,0,2,2,0,0,2,0.3134328358208955,0,0,68.752061
20,61,2,0,0,89,2,1,2,2,1,0,2,0,0.2222222222222222,0,0,62.506118
15,91,0,2,0,80,2,0,1,2,2,0,2,2,0.1851851851851851,0,1,68.815071
22,82,1,0,0,78,2,3,2,0,1,0,1,1,0.2784810126582278,1,0,69.444142
18,90,2,2,0,65,1,4,2,2,2,0,0,2,0.2727272727272727,0,0,68.726735
26,61,0,1,1,95,1,0,2,0,1,0,2,1,0.2708333333333333,0,1,67.183096
16,61,2,2,0,86,1,2,1,0,2,0,1,2,0.1839080459770115,0,0,63.266575
16,66,2,2,1,95,1,1,2,2,2,0,0,2,0.1666666666666666,0,0,64.184543
20,100,2,2,1,91,2,3,1,2,2,0,1,2,0.217391304347826,0,0,72.760781
28,95,0,2,0,67,1,2,2,2,1,0,1,2,0.4117647058823529,0,0,72.106515
27,91,1,0,0,67,2,1,0,0,1,0,1,1,0.3970588235294117,0,0,70.886778
16,66,0,0,0,68,0,2,1,2,2,0,2,1,0.2318840579710145,1,1,65.492964
28,72,1,2,1,60,2,4,0,2,1,0,2,2,0.4590163934426229,0,0,68.525029
23,87,0,0,1,96,0,1,2,2,2,0,0,2,0.2371134020618556,0,0,71.856129
23,79,2,0,0,77,2,1,1,0,1,0,1,2,0.2948717948717949,0,0,67.816696
16,86,1,1,1,82,1,0,1,2,1,0,1,1,0.1927710843373494,0,0,66.869321
19,62,2,2,0,91,1,1,1,2,2,0,0,2,0.2065217391304347,0,0,63.563689
30,84,0,2,1,72,2,3,2,2,2,0,1,2,0.410958904109589,0,0,72.133657
24,71,0,2,0,65,2,1,1,2,0,0,1,2,0.3636363636363636,0,0,65.085819
26,62,1,2,0,79,2,1,1,2,2,1,0,2,0.325,0,0,64.334563
20,79,0,2,0,66,1,3,0,2,0,0,0,2,0.2985074626865671,0,0,66.660895
27,86,0,2,1,67,0,5,0,0,2,1,2,2,0.3970588235294117,0,1,73.603508
23,90,1,1,0,50,1,4,2,2,1,0,1,1,0.4509803921568627,0,0,69.263781
20,88,2,0,1,50,2,2,1,2,1,0,1,1,0.392156862745098,1,0,68.161648
11,81,2,2,1,82,0,3,2,0,1,0,1,2,0.1325301204819277,0,0,66.144932
28,73,0,2,1,71,2,0,2,0,2,0,0,1,0.3888888888888889,0,0,67.929394
18,91,1,0,1,81,0,4,0,2,1,0,1,1,0.2195121951219512,1,0,71.361708
9,96,2,2,1,82,0,0,1,2,2,0,0,2,0.108433734939759,0,0,67.287704
22,97,2,2,1,54,2,2,0,2,1,0,0,2,0.4,0,0,70.036938
19,97,2,0,0,53,2,2,1,1,1,0,0,1,0.3518518518518518,1,0,69.350046
28,66,2,0,1,97,2,0,2,2,1,0,1,2,0.2857142857142857,0,0,67.193465
16,72,1,2,0,52,2,1,2,0,0,1,0,1,0.3018867924528302,0,0,60.961997
19,64,2,2,1,81,0,1,2,2,0,1,1,1,0.2317073170731707,0,0,61.804141
14,85,0,0,1,77,2,2,1,0,2,0,1,2,0.1794871794871795,1,0,69.33592
32,100,1,0,1,67,2,4,2,2,2,0,1,0,0.4705882352941176,1,0,75.976662
21,77,0,2,0,87,1,1,1,2,1,0,0,2,0.2386363636363636,0,0,67.101909
19,71,2,0,1,94,0,1,0,2,2,0,1,2,0.2,0,0,67.043712
20,69,0,2,0,63,1,2,1,2,0,0,1,1,0.3125,0,0,63.566041
7,64,0,0,0,81,2,2,1,1,2,0,2,1,0.0853658536585365,1,1,63.095517
29,84,0,2,1,90,2,0,2,0,2,0,2,0,0.3186813186813186,0,1,71.921928
21,65,2,2,1,67,2,1,1,2,2,0,0,1,0.3088235294117647,0,0,63.477392
15,78,0,0,1,89,1,0,2,2,1,0,1,2,0.1666666666666666,0,0,66.381647
17,68,2,2,1,63,2,0,1,2,1,0,1,1,0.265625,0,0,61.81535
9,97,0,2,0,68,1,5,2,2,1,0,0,2,0.1304347826086956,0,0,68.302339
22,61,0,1,1,74,2,1,1,2,0,0,1,2,0.2933333333333333,0,0,63.838587
12,97,1,2,1,79,2,1,2,2,0,0,1,2,0.15,0,0,67.561275
27,75,2,1,1,57,2,3,0,1,0,0,1,2,0.4655172413793103,0,0,67.820617
22,65,1,1,1,81,2,1,1,2,1,0,2,2,0.2682926829268293,0,0,65.209989
22,83,2,1,1,66,2,2,2,2,1,0,1,2,0.3283582089552239,0,0,67.925013
18,66,2,2,1,90,2,0,2,2,0,0,2,2,0.1978021978021978,0,0,62.970065
18,88,0,1,1,84,2,1,2,0,2,0,2,1,0.2117647058823529,0,1,70.50342
16,82,2,1,1,75,2,2,2,2,2,0,0,2,0.2105263157894736,0,0,66.885538
25,92,2,2,0,77,2,0,1,2,2,0,1,2,0.3205128205128205,0,0,69.96832
29,87,2,0,1,93,0,1,1,2,1,0,1,1,0.3085106382978723,0,0,71.856692
20,90,0,2,0,70,2,0,2,2,1,0,1,1,0.2816901408450704,0,0,67.398992
20,86,2,1,1,53,2,1,1,0,0,0,1,2,0.3703703703703703,0,0,66.982642
17,92,1,1,1,57,2,2,2,2,2,1,1,1,0.293103448275862,0,0,67.417908
25,97,1,2,1,78,2,0,2,2,1,0,1,2,0.3164556962025316,0,0,71.315167
15,68,1,2,0,72,1,3,0,1,1,0,1,2,0.2054794520547945,0,0,63.811186
13,60,1,0,1,95,2,1,1,2,2,0,1,2,0.1354166666666666,0,0,63.134416
23,91,2,0,1,62,1,1,2,0,0,0,0,2,0.365079365079365,0,0,69.516064
29,96,2,2,1,55,1,0,2,2,1,0,2,0,0.5178571428571429,0,0,70.17456
20,86,1,1,0,94,1,2,1,2,0,0,1,0,0.2105263157894736,0,0,67.921576
12,94,2,2,1,78,2,1,2,0,1,0,1,2,0.1518987341772152,0,0,67.564834
23,71,2,2,1,63,1,1,1,0,2,0,1,1,0.359375,0,0,65.793057
28,90,1,2,1,91,2,0,2,2,2,0,0,1,0.3043478260869565,0,0,71.397777
31,93,0,1,1,96,2,2,1,2,2,0,1,2,0.3195876288659793,0,0,75.320024
16,72,2,0,0,53,2,1,0,0,2,0,0,2,0.2962962962962963,0,0,63.825722
17,77,2,2,1,67,1,1,1,2,2,0,0,2,0.25,0,0,65.336036
26,77,2,2,1,98,1,0,0,2,1,0,2,2,0.2626262626262626,0,0,68.761146
23,99,1,2,0,73,2,0,1,2,0,0,0,2,0.3108108108108108,0,0,69.823466
15,78,2,0,0,94,0,0,1,2,2,0,2,1,0.1578947368421052,0,0,65.73194
18,93,1,0,0,75,0,1,0,2,2,0,0,1,0.2368421052631578,0,0,69.361114
27,89,2,2,0,65,2,1,2,2,1,0,1,2,0.4090909090909091,0,0,69.190048
29,98,2,0,1,88,1,3,1,2,1,0,0,2,0.3258426966292135,1,0,75.528482
25,96,2,0,1,69,1,0,1,2,1,0,1,1,0.3571428571428571,0,0,70.719048
23,94,2,0,0,76,1,3,2,2,2,0,1,1,0.2987012987012987,1,0,71.844397
12,81,1,2,1,68,0,0,1,0,0,0,1,2,0.1739130434782608,0,0,64.324676
13,96,2,0,1,100,2,4,2,0,0,0,1,2,0.1287128712871287,1,0,71.422598
22,74,0,0,1,99,2,0,1,2,1,0,0,2,0.22,0,0,67.971867
19,91,0,1,0,59,2,5,2,0,1,0,0,1,0.3166666666666666,0,0,69.725403
18,99,2,0,1,81,1,1,2,2,1,0,2,2,0.2195121951219512,0,0,70.763665
25,99,2,2,1,77,2,0,0,0,1,0,1,2,0.3205128205128205,0,0,72.032058
15,63,2,2,1,86,1,4,0,2,2,0,1,2,0.1724137931034483,0,0,64.497715
22,77,2,2,1,72,2,2,2,0,1,0,1,2,0.3013698630136986,0,0,67.220497
24,72,1,2,1,73,1,1,1,2,2,0,0,1,0.3243243243243243,0,0,66.551041
19,89,0,2,1,95,2,0,2,2,2,0,1,2,0.1979166666666666,0,0,69.779578
15,87,2,2,0,83,2,1,0,0,2,0,1,2,0.1785714285714285,0,0,67.480477
19,85,0,2,1,71,1,1,2,0,2,0,2,1,0.2638888888888889,0,1,69.416688
24,75,1,2,1,89,1,0,2,0,2,0,0,2,0.2666666666666666,0,0,68.330842
18,92,1,2,1,54,2,1,2,2,2,0,1,2,0.3272727272727272,0,0,68.135754
20,97,0,0,1,81,2,1,2,2,2,1,1,2,0.2439024390243902,0,0,71.140008
21,70,0,0,1,72,1,3,2,1,1,0,2,1,0.2876712328767123,1,1,68.393616
5,89,2,2,1,76,0,2,2,2,1,0,0,2,0.0649350649350649,0,0,64.67633
16,73,0,2,1,52,2,2,2,0,2,0,0,2,0.3018867924528302,0,0,64.92005
10,64,2,0,0,96,2,1,2,2,1,0,1,1,0.1030927835051546,0,0,61.043093
24,97,0,2,1,51,2,3,1,2,1,0,2,2,0.4615384615384615,0,1,72.6671
15,87,2,0,1,52,2,2,1,0,2,0,0,2,0.2830188679245283,1,0,67.978127
22,99,0,0,1,51,2,2,0,0,0,1,1,1,0.4230769230769231,1,0,70.97955
9,80,0,1,0,60,2,2,1,2,1,0,1,2,0.1475409836065573,0,0,63.505874
9,83,0,1,1,86,2,0,1,2,0,0,0,0,0.1034482758620689,0,0,63.611594
19,93,0,0,0,84,2,5,1,0,0,0,1,2,0.2235294117647059,1,0,72.401587
15,86,0,0,1,68,2,0,0,2,1,0,0,2,0.217391304347826,0,0,66.889066
11,99,2,2,0,60,2,1,0,2,2,0,0,2,0.180327868852459,0,0,66.954073
22,83,2,2,1,73,0,0,1,2,2,0,1,2,0.2972972972972973,0,0,68.057559
17,90,2,0,0,84,2,1,1,1,0,0,1,0,0.2,0,0,66.900792
12,80,2,0,1,61,2,0,0,0,1,0,1,2,0.1935483870967742,0,0,64.306111
23,75,0,0,1,93,2,2,2,1,1,0,2,1,0.2446808510638297,1,1,70.390425
16,76,1,0,1,56,2,1,1,2,2,0,1,2,0.2807017543859649,0,0,65.177541
24,93,1,2,1,62,0,1,0,2,0,0,0,1,0.3809523809523809,0,0,69.432505
9,87,1,2,1,64,2,1,0,2,1,0,1,2,0.1384615384615384,0,0,64.706846
32,97,0,2,1,73,2,0,0,2,0,0,0,2,0.4324324324324324,0,0,73.105064
25,88,0,0,1,58,1,0,1,2,0,0,2,2,0.423728813559322,0,1,70.354717
30,91,0,1,1,69,2,2,2,0,0,0,1,1,0.4285714285714285,0,0,72.186122
12,90,2,0,1,77,2,3,2,2,2,0,2,2,0.1538461538461538,1,0,68.924619
24,76,1,2,0,78,0,1,2,2,1,1,1,1,0.3037974683544304,0,0,65.762966
21,86,2,1,0,56,2,1,1,0,0,0,0,2,0.3684210526315789,0,0,66.7426
18,91,2,1,0,83,2,2,1,2,1,0,1,2,0.2142857142857142,0,0,68.726251
29,96,1,1,0,89,2,2,1,0,1,0,1,0,0.3222222222222222,0,0,73.04612
23,73,0,2,0,57,2,3,2,2,2,0,0,2,0.396551724137931,0,0,66.582068
18,94,2,2,1,70,2,2,2,0,0,0,0,2,0.2535211267605634,0,0,68.72907
12,73,0,2,0,60,2,1,1,2,0,0,1,1,0.1967213114754098,0,0,61.255844
12,63,2,0,1,69,1,0,2,0,0,0,0,1,0.1714285714285714,0,0,60.187389
18,72,1,2,1,79,2,1,2,0,2,0,1,1,0.225,0,0,65.397944
23,66,2,0,0,90,2,2,1,2,1,0,1,2,0.2527472527472527,1,0,66.462425
11,79,2,2,1,98,2,2,1,2,1,0,1,2,0.1111111111111111,0,0,65.45751
27,61,2,2,1,70,2,0,2,2,1,0,1,2,0.380281690140845,0,0,64.020773
29,90,0,1,1,76,1,1,2,1,2,0,1,1,0.3766233766233766,0,0,72.550099
25,85,2,1,1,94,2,3,2,0,2,0,1,1,0.2631578947368421,0,0,71.541049
20,90,2,1,1,97,1,1,2,1,1,0,1,2,0.2040816326530612,0,0,70.25282
25,69,2,2,1,70,1,1,0,0,2,0,1,0,0.352112676056338,0,0,65.946544
26,94,1,2,0,59,0,4,1,2,1,0,1,2,0.4333333333333333,0,0,71.79185
11,62,1,0,1,87,0,3,1,0,2,0,1,0,0.125,1,0,63.909711
25,65,0,1,1,85,2,2,1,2,0,0,2,2,0.2906976744186046,0,1,67.500633
15,95,2,2,0,77,0,0,1,2,1,0,1,2,0.1923076923076923,0,0,67.499644
17,79,2,0,1,84,2,0,2,2,1,0,1,1,0.2,0,0,65.506879
12,98,1,2,0,59,1,1,0,2,1,0,2,2,0.2,0,0,67.1572
26,84,2,0,1,71,2,0,2,2,1,0,1,2,0.3611111111111111,0,0,68.91471
17,81,0,2,0,64,2,0,0,2,2,1,1,0,0.2615384615384615,0,0,63.931576
22,84,0,2,0,81,2,1,2,1,2,0,1,1,0.2682926829268293,0,0,68.547615
16,70,2,2,1,98,2,2,2,2,2,0,1,1,0.1616161616161616,0,0,65.010812
21,78,0,2,1,97,2,0,2,2,2,0,1,2,0.2142857142857142,0,0,68.27128
20,84,0,2,1,79,2,3,2,2,0,0,0,1,0.25,0,0,67.986989
22,76,0,1,1,66,1,1,1,0,2,0,2,2,0.3283582089552239,0,1,69.15992
26,98,0,1,0,90,1,1,0,1,2,1,2,1,0.2857142857142857,0,1,73.817064
27,94,2,0,0,63,0,0,1,2,1,0,0,2,0.421875,0,0,70.612473
33,77,1,0,1,85,2,0,1,2,1,0,1,0,0.3837209302325581,0,0,69.730287
19,75,2,2,1,90,0,0,2,2,0,0,2,2,0.2087912087912088,0,0,65.368639
18,94,1,1,1,53,1,3,2,0,1,0,1,2,0.3333333333333333,0,0,69.80289
29,63,1,1,1,97,0,3,2,0,0,0,1,2,0.2959183673469387,0,0,68.59415
17,79,1,1,1,88,1,3,2,0,1,0,1,1,0.1910112359550561,0,0,67.786654
20,97,0,2,1,81,0,2,1,1,1,0,1,1,0.2439024390243902,0,0,71.518248
17,94,2,2,0,92,1,2,1,2,0,0,1,2,0.1827956989247312,0,0,68.84901
21,70,2,0,1,62,2,2,1,0,1,0,1,2,0.3333333333333333,1,0,66.393227
21,96,2,0,0,100,2,1,0,2,2,0,0,2,0.2079207920792079,0,0,71.86612
21,67,2,2,0,96,1,3,1,2,1,0,1,0,0.2164948453608247,0,0,64.861754
21,84,0,0,0,90,2,2,2,1,1,0,1,0,0.2307692307692307,1,0,69.356792
7,96,2,0,0,91,2,0,1,2,1,0,0,2,0.0760869565217391,0,0,66.336648
23,75,0,2,0,87,1,1,2,0,2,0,0,2,0.2613636363636363,0,0,68.168192
13,70,2,0,1,66,2,1,2,2,0,0,1,2,0.1940298507462686,0,0,62.053369
14,83,1,1,1,79,2,1,2,1,2,0,1,2,0.175,0,0,66.955782
19,71,2,2,1,91,2,3,0,2,0,0,1,1,0.2065217391304347,0,0,65.329012
14,83,2,2,1,90,2,0,1,1,0,0,0,2,0.1538461538461538,0,0,65.41879
19,60,0,0,1,60,0,1,1,2,2,0,0,2,0.3114754098360656,0,0,63.708337
17,87,2,0,1,79,2,3,1,2,1,1,1,2,0.2125,1,0,68.568582
24,91,2,2,0,52,1,0,0,0,1,0,0,2,0.4528301886792453,0,0,68.53303
21,84,2,2,1,52,1,1,2,0,1,1,0,0,0.3962264150943396,0,0,65.268048
19,77,1,2,1,55,2,0,2,1,2,0,0,1,0.3392857142857143,0,0,64.753256
16,67,2,0,0,90,0,1,0,1,1,0,1,2,0.1758241758241758,0,0,64.319448
18,97,2,0,1,93,2,5,0,2,2,0,0,2,0.1914893617021276,1,0,73.84464
16,64,0,2,1,51,0,4,0,0,1,0,0,2,0.3076923076923077,0,0,64.041638
13,99,2,2,1,58,2,1,1,2,1,0,1,2,0.2203389830508474,0,0,67.45909
20,87,1,2,1,75,0,1,1,2,0,0,2,2,0.2631578947368421,0,0,68.206198
24,74,1,1,1,54,2,1,1,2,1,0,1,2,0.4363636363636363,0,0,66.244078
23,99,1,1,0,59,2,1,2,2,2,0,1,0,0.3833333333333333,0,0,69.963426
9,64,2,1,1,68,1,0,2,2,0,0,1,2,0.1304347826086956,0,0,59.234916
22,70,2,0,1,90,0,1,2,0,1,0,0,0,0.2417582417582417,0,0,66.171883
12,75,2,0,1,58,2,3,2,2,2,0,0,2,0.2033898305084746,1,0,64.835175
16,81,2,0,1,79,2,2,1,0,2,0,0,1,0.2,1,0,67.931673
26,91,0,2,1,57,1,3,2,2,0,0,0,2,0.4482758620689655,0,0,70.734166
21,80,0,1,1,52,2,1,1,2,0,0,1,2,0.3962264150943396,0,0,66.295888
23,68,0,2,0,60,2,1,1,2,1,0,1,2,0.3770491803278688,0,0,64.501652
14,64,0,0,1,90,1,0,1,0,0,0,1,2,0.1538461538461538,0,0,63.466461
29,95,0,2,1,91,1,1,1,2,1,0,1,1,0.3152173913043478,0,0,73.323303
13,96,2,2,0,70,2,1,1,0,1,0,0,2,0.1830985915492957,0,0,67.290277
13,87,0,1,1,72,2,2,2,0,1,0,1,1,0.1780821917808219,0,0,67.15176
32,80,0,2,0,77,1,0,2,2,1,0,0,2,0.4102564102564102,0,0,69.778351
27,78,0,1,1,77,2,0,2,1,1,0,2,2,0.3461538461538461,0,1,70.009729
23,74,0,0,0,76,2,1,2,1,1,0,0,1,0.2987012987012987,0,0,66.591486
18,68,0,2,0,72,2,0,2,2,1,0,0,2,0.2465753424657534,0,0,62.969553
28,72,0,2,1,92,1,1,2,2,0,0,1,2,0.3010752688172043,0,0,68.36613
25,84,2,2,1,64,2,0,1,2,0,0,0,1,0.3846153846153846,0,0,66.761066
26,93,2,0,1,89,2,0,1,2,1,0,0,1,0.2888888888888888,0,0,71.138562
25,79,2,1,1,54,2,1,1,2,2,0,2,0,0.4545454545454545,0,0,66.807885
14,80,0,2,0,56,1,1,1,2,2,0,2,1,0.2456140350877192,0,1,65.279897
23,96,2,2,0,81,2,1,1,2,2,0,2,1,0.2804878048780488,0,0,70.42639
16,98,2,1,1,60,2,1,2,2,2,0,1,0,0.2622950819672131,0,0,67.979513
17,65,2,0,1,66,2,1,0,0,1,1,2,1,0.2537313432835821,0,0,62.268184
28,76,2,2,1,75,1,0,2,0,2,0,1,2,0.3684210526315789,0,0,68.694191
21,65,2,0,1,91,0,1,2,0,2,0,1,1,0.2282608695652173,0,0,66.031232
18,98,0,2,0,57,1,0,0,2,1,0,2,1,0.3103448275862069,0,1,69.219929
20,83,2,1,0,51,1,2,2,2,1,0,1,1,0.3846153846153846,0,0,65.760374
19,93,0,2,1,68,2,1,0,0,2,0,2,2,0.2753623188405797,0,1,71.412079
17,91,2,2,1,66,2,3,2,1,2,0,0,2,0.2537313432835821,0,0,68.905544
15,71,2,0,0,50,1,1,2,2,1,1,2,2,0.2941176470588235,0,0,61.425409
21,89,1,1,1,65,2,2,1,1,1,0,0,2,0.3181818181818182,0,0,69.435611
25,87,0,1,0,51,1,3,2,2,1,0,2,2,0.4807692307692308,0,1,70.73081
22,98,2,2,0,58,2,0,2,2,1,0,1,2,0.3728813559322034,0,0,68.74981
19,70,0,0,0,63,2,1,1,2,1,0,0,0,0.296875,0,0,63.416874
2,96,1,0,1,77,2,3,2,2,1,0,1,0,0.0256410256410256,1,0,66.0509
23,94,2,1,1,91,0,1,2,2,1,0,1,2,0.25,0,0,71.505231
20,92,2,0,0,80,0,0,2,2,1,0,0,2,0.2469135802469135,0,0,68.877398
35,86,1,2,0,59,2,2,1,1,2,0,0,1,0.5833333333333334,0,0,71.846284
18,91,0,0,1,71,0,0,2,2,1,0,1,2,0.25,0,0,69.058093
18,71,2,0,1,81,2,1,1,0,2,0,1,2,0.2195121951219512,0,0,66.121659
18,81,1,2,1,64,2,1,2,2,2,0,1,1,0.2769230769230769,0,0,65.946212
25,74,1,0,1,94,0,0,1,2,2,0,1,1,0.2631578947368421,0,0,68.651652
12,71,2,0,1,78,1,2,2,2,0,0,2,2,0.1518987341772152,1,0,63.882516
12,82,1,2,0,98,2,0,1,0,1,0,1,1,0.1212121212121212,0,0,65.225831
24,95,2,1,1,73,2,3,1,2,2,0,1,1,0.3243243243243243,0,0,71.829207
26,90,2,2,1,98,2,0,1,1,0,1,2,1,0.2626262626262626,0,0,69.462058
16,85,1,2,0,85,0,1,2,0,1,0,1,2,0.1860465116279069,0,0,67.400722
23,94,0,2,0,55,0,2,2,2,2,1,1,2,0.4107142857142857,0,0,69.794422
24,90,0,0,0,99,0,0,1,2,1,0,0,1,0.24,0,0,70.964498
22,64,2,0,0,66,1,1,2,2,1,0,0,2,0.3283582089552239,0,0,63.510597
20,92,2,1,0,67,1,1,2,2,2,0,1,2,0.2941176470588235,0,0,68.827313
17,62,0,1,1,54,1,2,2,0,1,0,0,2,0.3090909090909091,0,0,63.063983
15,78,0,0,0,85,2,1,0,2,0,0,1,0,0.1744186046511628,0,0,64.62232
15,97,2,0,0,90,0,2,0,0,1,0,1,2,0.1648351648351648,1,0,71.276662
20,93,1,0,1,83,2,0,2,2,0,1,1,2,0.238095238095238,0,0,68.580329
19,92,1,0,1,68,2,2,2,2,1,0,1,2,0.2753623188405797,1,0,70.202609
23,85,2,0,0,66,1,0,0,0,1,0,0,2,0.3432835820895522,0,0,68.247352
16,85,2,2,1,86,1,3,2,2,2,0,1,2,0.1839080459770115,0,0,68.441576
18,73,2,1,1,88,2,1,2,2,2,0,0,2,0.2022471910112359,0,0,65.895884
17,73,0,2,0,90,0,1,1,2,2,0,1,2,0.1868131868131868,0,0,66.099042
21,68,2,2,0,79,1,1,0,0,0,0,2,1,0.2625,0,0,63.939892
8,67,0,2,1,58,1,2,2,2,2,0,2,1,0.135593220338983,0,1,61.951753
10,85,0,2,1,64,1,2,0,2,1,0,2,2,0.1538461538461538,0,1,66.608122
12,67,0,2,0,58,2,0,0,2,1,1,1,0,0.2033898305084746,0,0,58.874501
17,68,1,0,1,87,0,0,1,2,2,1,0,2,0.1931818181818181,0,0,64.421695
15,84,2,0,1,75,2,2,2,2,2,1,2,2,0.1973684210526315,1,0,67.228655
23,62,2,0,0,93,0,2,1,2,2,0,0,2,0.2446808510638297,1,0,66.610207
21,96,2,0,0,63,2,1,2,2,0,0,2,0,0.328125,0,0,67.90999
9,96,2,0,1,63,2,1,0,2,1,0,1,2,0.140625,0,0,66.653545
17,98,2,0,1,68,2,1,1,2,2,0,0,1,0.2463768115942029,0,0,69.480514
14,79,2,2,0,74,2,1,2,2,1,0,1,2,0.1866666666666666,0,0,63.881177
20,61,1,2,0,52,2,2,1,1,0,0,2,2,0.3773584905660377,0,0,61.752067
21,65,0,0,0,88,1,2,1,2,1,0,1,2,0.2359550561797752,1,0,66.497587
12,97,0,1,1,96,2,2,1,0,2,0,2,2,0.1237113402061855,0,1,72.263044
13,94,2,2,1,91,1,3,1,2,1,0,1,2,0.1413043478260869,0,0,69.230251
26,84,2,2,0,76,2,5,2,0,1,0,1,1,0.3376623376623376,0,0,70.218993
16,81,2,2,1,57,0,1,2,2,2,0,1,2,0.2758620689655172,0,0,65.471494
11,79,2,2,0,71,1,1,2,2,2,0,0,1,0.1527777777777778,0,0,63.001839
19,60,2,0,1,72,0,3,1,0,2,0,1,1,0.2602739726027397,1,0,65.141563
22,92,0,0,0,65,2,0,2,0,2,0,1,1,0.3333333333333333,0,0,69.739765
22,61,1,0,1,76,2,1,0,2,2,0,0,2,0.2857142857142857,0,0,64.964674
11,96,2,0,0,66,0,2,1,2,1,0,1,1,0.1641791044776119,1,0,67.589988
22,64,2,2,0,65,1,2,2,2,1,0,2,2,0.3333333333333333,0,0,63.475501
20,67,0,0,0,59,1,1,2,2,0,0,0,2,0.3333333333333333,0,0,63.403625
9,75,0,1,0,61,0,3,2,2,1,0,1,2,0.1451612903225806,0,0,63.225333
28,66,0,2,1,73,2,2,1,2,2,0,0,2,0.3783783783783784,0,0,67.642617
17,96,0,0,0,61,1,1,1,0,2,0,0,1,0.2741935483870967,0,0,69.544693
17,69,2,2,1,54,0,1,0,1,1,0,1,2,0.3090909090909091,0,0,63.218704
24,98,1,2,1,53,2,1,2,1,1,0,1,2,0.4444444444444444,0,0,70.781205
26,73,0,0,0,75,1,3,1,2,2,0,0,2,0.3421052631578947,1,0,69.765221
16,91,2,2,0,63,0,2,2,0,1,0,0,2,0.25,0,0,67.480129
20,83,0,1,1,66,2,1,0,2,1,1,0,2,0.2985074626865671,0,0,66.984008
23,72,1,2,1,66,1,3,1,2,2,0,2,2,0.3432835820895522,0,0,67.45397
26,93,2,2,0,88,2,1,2,0,1,1,0,2,0.2921348314606741,0,0,70.382911
20,89,0,2,1,71,2,1,2,2,0,0,2,0,0.2777777777777778,0,1,68.306814
